"","Sample","Marker","A1.AFG1","A2.AFG1","A1.AFG9","A2.AFG9","A1.AFG15","A2.AFG15","A1.AFG1.M","A2.AFG1.M","A1.AFG4.M","A2.AFG4.M","A1.AFG6.M","A2.AFG6.M","A1.AFG8.M","A2.AFG8.M","A1.AFG9.M","A2.AFG9.M","A1.AFG45","A2.AFG45","A1.AFG46","A2.AFG46","A1.AFG48","A2.AFG48","A1.AFG49","A2.AFG49","A1.AFG50","A2.AFG50","A1.AFG51","A2.AFG51","A1.AFG58","A2.AFG58","A1.AFG60","A2.AFG60","error","numgenos","A1consens","A2consens","hom"
"702","PRBI121","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,290,286,290,NA,NA,FALSE,2,286,290,FALSE
"724","PRBI122","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,290,NA,NA,TRUE,2,284,290,FALSE
"746","PRBI123","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,FALSE,2,284,286,FALSE
"768","PRBI13","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,286,286,NA,NA,FALSE,2,286,286,TRUE
"790","PRBI137","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,290,NA,NA,FALSE,2,290,290,TRUE
"812","PRBI138","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,FALSE,2,286,286,TRUE
"834","PRBI14","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,288,NA,NA,NA,NA,288,290,NA,NA,TRUE,2,288,290,FALSE
"856","PRBI147","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,FALSE,2,284,286,FALSE
"878","PRBI148","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,FALSE,2,286,286,TRUE
"900","PRBI149","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,286,290,NA,NA,TRUE,2,286,290,FALSE
"922","PRBI15","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,284,286,FALSE
"944","PRBI150","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,286,286,FALSE,2,286,286,TRUE
"966","PRBI151","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,284,NA,NA,FALSE,2,284,284,TRUE
"988","PRBI152","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,290,NA,NA,NA,1,286,290,FALSE
"1010","PRBI153","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,288,NA,NA,FALSE,2,286,288,FALSE
"1032","PRBI154","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,1,286,286,TRUE
"1054","PRBI155","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,286,286,NA,NA,FALSE,2,286,286,TRUE
"1076","PRBI156","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,FALSE,2,286,286,TRUE
"1098","PRBI157","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,288,NA,NA,FALSE,2,284,288,FALSE
"1120","PRBI158","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,286,286,NA,NA,FALSE,3,286,286,TRUE
"1142","PRBI159","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,FALSE,2,286,286,TRUE
"1164","PRBI16","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,286,286,FALSE,2,286,286,TRUE
"1186","PRBI160","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,284,NA,NA,FALSE,2,284,284,TRUE
"1208","PRBI164","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,292,NA,NA,FALSE,2,292,292,TRUE
"1230","PRBI167","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,290,NA,NA,TRUE,2,286,290,FALSE
"1252","PRBI168","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,290,284,290,NA,NA,FALSE,2,284,290,FALSE
"1274","PRBI169","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,286,286,FALSE,2,286,286,TRUE
"1296","PRBI17","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,284,288,FALSE
"1318","PRBI170","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,290,NA,NA,TRUE,2,286,290,FALSE
"1340","PRBI174","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,284,286,FALSE
"1362","PRBI175","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,FALSE,2,286,286,TRUE
"1384","PRBI178","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,FALSE,2,286,286,TRUE
"1406","PRBI179","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,288,NA,NA,FALSE,2,288,288,TRUE
"1428","PRBI18","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,286,286,NA,NA,FALSE,2,286,286,TRUE
"1450","PRBI180","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,288,NA,NA,FALSE,2,286,288,FALSE
"1472","PRBI181","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,FALSE,2,284,286,FALSE
"1494","PRBI183","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,286,290,FALSE
"1516","PRBI185","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,FALSE,2,284,286,FALSE
"1538","PRBI188","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,FALSE,2,286,286,TRUE
"1560","PRBI189","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,FALSE,2,284,286,FALSE
"1582","PRBI19","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,288,NA,NA,NA,NA,286,288,NA,NA,FALSE,2,286,288,FALSE
"1604","PRBI20","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,286,290,NA,NA,TRUE,2,286,290,FALSE
"1626","PRBI209","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,FALSE,2,284,286,FALSE
"1648","PRBI210","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,284,286,NA,NA,FALSE,2,284,286,FALSE
"1670","PRBI213","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,288,NA,NA,FALSE,2,286,288,FALSE
"1692","PRBI214","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,FALSE,2,286,286,TRUE
"1714","PRBI215","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,284,NA,NA,FALSE,2,284,284,TRUE
"1736","PRBI216","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,284,286,NA,NA,FALSE,2,284,286,FALSE
"1758","PRBI226","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,290,NA,NA,FALSE,2,284,290,FALSE
"1780","PRBI227","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,284,284,284,NA,NA,FALSE,2,284,284,TRUE
"1802","PRBI228","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,FALSE,2,284,286,FALSE
"1824","PRBI229","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,FALSE,2,286,286,TRUE
"1846","PRBI230","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,288,NA,NA,FALSE,2,284,288,FALSE
"1868","PRBI231","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,286,286,NA,NA,FALSE,2,286,286,TRUE
"1890","PRBI232","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,290,NA,NA,TRUE,2,286,290,FALSE
"1912","PRBI233","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,286,286,TRUE
"1934","PRBI234","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,FALSE,2,284,286,FALSE
"1956","PRBI235","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,290,284,290,NA,NA,FALSE,2,284,290,FALSE
"1978","PRBI236","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,FALSE,2,284,286,FALSE
"2000","PRBI237","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,284,286,NA,NA,FALSE,2,284,286,FALSE
"2022","PRBI238","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,290,NA,NA,TRUE,2,284,290,FALSE
"2044","PRBI239","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,290,NA,NA,TRUE,2,288,290,FALSE
"2066","PRBI24","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,286,286,FALSE,2,286,286,TRUE
"2088","PRBI25","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,284,290,FALSE
"2110","PRBI26","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,284,286,NA,NA,FALSE,2,284,286,FALSE
"2132","PRBI261","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,290,NA,NA,TRUE,2,286,290,FALSE
"2154","PRBI262","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,284,286,NA,NA,FALSE,2,284,286,FALSE
"2176","PRBI263","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,290,NA,NA,TRUE,2,284,290,FALSE
"2198","PRBI29","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,284,NA,NA,NA,NA,284,290,NA,NA,TRUE,2,284,290,FALSE
"2220","PRBI3","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,286,286,NA,NA,FALSE,2,286,286,TRUE
"2242","PRBI30","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,286,286,NA,NA,FALSE,2,286,286,TRUE
"2264","PRBI31","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,286,286,NA,NA,FALSE,2,286,286,TRUE
"2286","PRBI32","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,284,286,NA,NA,FALSE,2,284,286,FALSE
"2308","PRBI324","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,290,NA,NA,TRUE,2,286,290,FALSE
"2330","PRBI326","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,FALSE,2,286,286,TRUE
"2352","PRBI327","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,288,288,288,NA,NA,FALSE,2,288,288,TRUE
"2374","PRBI328","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,FALSE,2,284,286,FALSE
"2396","PRBI329","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,288,NA,NA,FALSE,2,284,288,FALSE
"2418","PRBI33","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,286,286,NA,NA,FALSE,2,286,286,TRUE
"2440","PRBI330","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,284,286,NA,NA,FALSE,2,284,286,FALSE
"2462","PRBI331","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,284,NA,NA,284,284,FALSE,2,284,284,TRUE
"2484","PRBI332","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,290,NA,NA,FALSE,2,290,290,TRUE
"2506","PRBI333","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,288,NA,NA,FALSE,2,286,288,FALSE
"2528","PRBI334","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,290,NA,NA,TRUE,2,286,290,FALSE
"2550","PRBI335","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,FALSE,2,286,286,TRUE
"2572","PRBI336","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,290,NA,NA,TRUE,2,286,290,FALSE
"2594","PRBI337","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,288,NA,NA,FALSE,2,284,288,FALSE
"2616","PRBI338","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,FALSE,2,284,286,FALSE
"2638","PRBI339","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,FALSE,2,284,286,FALSE
"2660","PRBI34","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,286,286,FALSE,2,286,286,TRUE
"2682","PRBI340","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,FALSE,2,286,286,TRUE
"2704","PRBI341","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,FALSE,2,286,286,TRUE
"2726","PRBI342","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,284,286,NA,NA,FALSE,2,284,286,FALSE
"2748","PRBI35","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,286,288,FALSE
"2770","PRBI36","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,284,286,NA,NA,NA,NA,284,286,NA,NA,FALSE,3,284,286,FALSE
"2792","PRBI364","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,FALSE,2,286,286,TRUE
"2814","PRBI37","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,286,286,NA,NA,NA,NA,286,286,NA,NA,FALSE,3,286,286,TRUE
"2836","PRBI40","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,284,NA,NA,NA,NA,284,284,NA,NA,NA,NA,284,284,NA,NA,FALSE,3,284,284,TRUE
"2858","PRBI41","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,286,286,NA,NA,NA,NA,286,290,NA,NA,TRUE,3,286,290,FALSE
"2880","PRBI42","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,284,286,NA,NA,NA,NA,284,286,NA,NA,FALSE,3,284,286,FALSE
"2902","PRBI43","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,286,286,NA,NA,NA,NA,286,286,NA,NA,FALSE,3,286,286,TRUE
"2924","PRBI44","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,284,286,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,284,286,FALSE
"2946","PRBI45","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,284,286,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,284,286,FALSE
"2968","PRBI46","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,286,286,NA,NA,NA,NA,286,286,NA,NA,FALSE,3,286,286,TRUE
"2990","PRBI466","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,284,NA,NA,FALSE,2,284,284,TRUE
"3012","PRBI5","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,288,NA,NA,NA,NA,286,288,NA,NA,FALSE,2,286,288,FALSE
"3034","PRBI510","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,FALSE,2,286,286,TRUE
"3056","PRBI6","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,286,286,NA,NA,FALSE,2,286,286,TRUE
"3078","PRBI7","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,284,286,FALSE
"3100","PRBI72","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,284,NA,NA,NA,NA,284,284,NA,NA,NA,NA,284,284,NA,NA,FALSE,3,284,284,TRUE
